,humidity,precipitation_height,snow_depth,sunshine_duration,temperature_air_max_2m,temperature_air_mean_2m,season,holiday
2020-12-24,87.0,5.2,0.0,0.0,281.75,278.65,winter,True
2020-12-25,89.0,0.0,0.0,360.0,277.15,276.15,winter,True
2020-12-26,80.0,0.0,0.0,13680.0,278.25,276.25,winter,True
2020-12-27,77.0,0.3,0.0,0.0,277.84999999999997,276.95,winter,True
2020-12-28,83.0,0.0,0.0,1800.0,278.54999999999995,276.15,winter,True
2020-12-29,84.0,0.5,0.0,10440.0,278.75,275.54999999999995,winter,True
2020-12-30,85.0,0.0,0.0,1440.0,278.75,276.25,winter,True
2020-12-31,89.0,2.9,0.0,0.0,277.25,275.84999999999997,winter,True
2021-01-01,91.0,0.0,0.0,6480.0,277.54999999999995,274.75,winter,True
2021-01-02,87.0,0.0,0.0,4680.0,277.04999999999995,274.84999999999997,winter,True
2021-01-03,87.0,0.0,0.0,0.0,276.04999999999995,274.95,winter,True
2021-01-04,92.0,0.0,0.0,0.0,275.25,274.45,winter,True
2021-01-05,93.0,3.1,0.0,0.0,275.25,274.75,winter,True
2021-01-06,94.0,0.1,0.0,0.0,275.65,274.54999999999995,winter,True
2021-01-07,90.0,2.6,0.0,0.0,275.34999999999997,274.45,winter,False
2021-01-08,95.0,1.6,0.0,0.0,274.95,274.15,winter,False
2021-01-09,96.0,0.6,0.0,0.0,275.04999999999995,273.84999999999997,winter,False
2021-01-10,90.0,0.0,0.0,2160.0,276.75,273.84999999999997,winter,False
2021-01-11,82.0,0.4,0.0,720.0,277.75,273.95,winter,False
2021-01-12,87.0,2.7,0.0,0.0,280.34999999999997,277.04999999999995,winter,False
2021-01-13,83.0,0.0,0.0,14759.999999999998,278.04999999999995,275.65,winter,False
2021-01-14,80.0,0.0,0.0,0.0,276.54999999999995,274.34999999999997,winter,False
2021-01-15,85.0,0.0,0.0,360.0,274.15,272.65,winter,False
2021-01-16,81.0,1.6,0.0,0.0,274.34999999999997,272.75,winter,False
2021-01-17,94.0,3.7,0.03,360.0,277.45,274.75,winter,False
2021-01-18,85.0,0.2,0.0,3240.0,279.45,277.15,winter,False
2021-01-19,79.0,0.4,0.0,720.0,280.45,278.34999999999997,winter,False
2021-01-20,65.0,0.0,0.0,1080.0,283.54999999999995,280.95,winter,False
2021-01-21,71.0,7.3,0.0,16200.0,284.54999999999995,281.54999999999995,winter,False
2021-01-22,83.0,0.0,0.0,1440.0,283.45,277.65,winter,False
2021-01-23,82.0,6.6,0.0,9720.0,279.84999999999997,276.65,winter,False
2021-01-24,88.0,0.3,0.05,2160.0,275.65,273.95,winter,False
2021-01-25,91.0,0.7,0.04,5400.0,275.45,273.45,winter,False
2021-01-26,81.0,0.0,0.03,6120.0,277.34999999999997,275.54999999999995,winter,False
2021-01-27,85.0,4.5,0.0,0.0,278.34999999999997,276.25,winter,False
2021-01-28,92.0,14.4,0.0,0.0,284.04999999999995,280.15,winter,False
2021-01-29,83.0,6.0,0.0,3960.0000000000005,283.75,281.95,winter,False
2021-01-30,96.0,6.0,0.0,0.0,280.65,275.15,winter,False
2021-01-31,89.0,1.4,0.03,0.0,274.34999999999997,273.04999999999995,winter,False
2021-02-01,94.0,0.6,0.0,720.0,279.84999999999997,276.65,winter,False
2021-02-02,87.0,2.1,0.0,2160.0,284.84999999999997,280.45,winter,False
2021-02-03,82.0,6.8,0.0,5400.0,286.04999999999995,282.84999999999997,winter,False
2021-02-04,77.0,0.0,0.0,25560.0,283.54999999999995,280.45,winter,False
2021-02-05,87.0,3.8,0.0,720.0,285.04999999999995,280.84999999999997,winter,False
2021-02-06,95.0,14.2,0.0,0.0,279.65,277.95,winter,False
2021-02-07,95.0,1.6,0.0,0.0,275.54999999999995,274.54999999999995,winter,False
2021-02-08,83.0,0.0,0.0,0.0,272.25,269.75,winter,False
2021-02-09,74.0,0.0,0.0,16560.0,269.45,266.84999999999997,winter,False
2021-02-10,75.0,0.0,0.0,17640.0,270.95,266.84999999999997,winter,False
2021-02-11,75.0,0.0,0.0,33480.0,273.54999999999995,268.75,winter,False
2021-02-12,69.0,0.0,0.0,17280.0,272.25,267.95,winter,False
2021-02-13,64.0,0.0,0.0,34200.0,273.84999999999997,268.45,winter,False
2021-02-14,53.0,0.0,0.0,26280.0,277.95,271.84999999999997,winter,False
2021-02-15,65.0,2.5,0.0,0.0,279.25,276.34999999999997,winter,False
2021-02-16,76.0,0.1,0.0,5040.0,285.45,281.25,winter,False
2021-02-17,78.0,0.0,0.0,5760.0,284.65,281.25,winter,False
2021-02-18,80.0,0.5,0.0,0.0,284.04999999999995,279.75,winter,False
2021-02-19,76.0,0.0,0.0,27720.0,283.75,280.15,winter,False
2021-02-20,68.0,0.0,0.0,26280.0,289.84999999999997,284.84999999999997,winter,False
2021-02-21,51.0,0.0,0.0,35640.0,291.84999999999997,286.65,winter,False
2021-02-22,58.0,0.0,0.0,3960.0000000000005,292.25,284.45,winter,False
2021-02-23,62.0,0.0,0.0,27000.0,292.54999999999995,287.84999999999997,winter,False
2021-02-24,67.0,0.0,0.0,30960.0,292.84999999999997,287.65,winter,False
2021-02-25,68.0,0.6,0.0,28440.0,292.95,286.25,winter,False
2021-02-26,80.0,1.7,0.0,7920.000000000001,283.54999999999995,280.34999999999997,winter,False
2021-02-27,86.0,0.0,0.0,13680.0,281.75,277.25,winter,False
2021-02-28,76.0,0.0,0.0,37080.0,285.15,278.25,winter,False
2021-03-01,72.0,0.0,0.0,37800.0,287.04999999999995,278.15,winter,False
2021-03-02,70.0,0.0,0.0,37080.0,289.95,280.54999999999995,winter,False
2021-03-03,69.0,0.0,0.0,28080.0,290.04999999999995,282.45,winter,False
2021-03-04,90.0,5.4,0.0,1440.0,282.95,278.95,winter,False
2021-03-05,76.0,0.0,0.0,22320.0,279.15,275.25,winter,False
2021-03-06,72.0,0.0,0.0,38880.0,280.95,273.65,winter,False
2021-03-07,74.0,0.0,0.0,36720.0,279.84999999999997,273.34999999999997,winter,False
2021-03-08,84.0,0.0,0.0,0.0,278.75,275.25,winter,False
2021-03-09,88.0,3.6,0.0,0.0,278.84999999999997,276.84999999999997,winter,False
2021-03-10,73.0,1.4,0.0,6840.0,284.34999999999997,280.04999999999995,winter,False
2021-03-11,70.0,0.4,0.0,16920.0,287.75,282.65,winter,False
2021-03-12,71.0,3.4,0.0,17640.0,283.95,279.95,winter,False
2021-03-13,74.0,3.8,0.0,15480.0,283.84999999999997,279.75,winter,False
2021-03-14,81.0,3.2,0.0,2520.0,280.95,277.84999999999997,winter,False
2021-03-15,84.0,2.8,0.0,12960.0,281.84999999999997,278.65,winter,False
2021-03-16,86.0,3.9,0.0,5040.0,280.75,278.15,winter,False
2021-03-17,85.0,1.1,0.0,3600.0,280.04999999999995,277.15,winter,False
2021-03-18,86.0,2.5,0.0,3960.0000000000005,279.34999999999997,276.15,winter,False
2021-03-19,75.0,0.0,0.0,26640.0,281.45,276.45,winter,False
2021-03-20,68.0,0.1,0.0,32400.0,279.84999999999997,275.95,spring,False
2021-03-21,81.0,0.0,0.0,720.0,280.65,278.34999999999997,spring,False
2021-03-22,81.0,0.0,0.0,360.0,279.84999999999997,277.95,spring,False
2021-03-23,74.0,0.0,0.0,18000.0,284.95,279.75,spring,False
2021-03-24,70.0,0.0,0.0,39240.0,290.75,281.75,spring,False
2021-03-25,78.0,0.0,0.0,14040.0,287.15,281.75,spring,False
2021-03-26,67.0,0.2,0.0,29519.999999999996,288.65,283.75,spring,False
2021-03-27,75.0,3.2,0.0,27720.0,283.25,279.15,spring,False
2021-03-28,62.0,0.0,0.0,19440.0,288.45,283.15,spring,False
2021-03-29,50.0,0.0,0.0,43200.0,294.65,286.54999999999995,spring,True
2021-03-30,50.0,0.0,0.0,42480.0,297.54999999999995,287.04999999999995,spring,True
2021-03-31,54.0,0.0,0.0,42840.0,298.75,288.45,spring,True
2021-04-01,65.0,0.0,0.0,36000.0,293.84999999999997,286.15,spring,True
2021-04-02,78.0,0.0,0.0,6120.0,281.54999999999995,278.75,spring,True
2021-04-03,68.0,0.0,0.0,23400.0,284.54999999999995,279.65,spring,True
2021-04-04,77.0,0.0,0.0,8640.0,281.34999999999997,277.25,spring,True
2021-04-05,78.0,3.8,0.0,11160.0,279.75,276.15,spring,True
2021-04-06,82.0,2.3,0.02,12960.0,277.95,274.45,spring,True
2021-04-07,81.0,0.5,0.0,360.0,278.15,274.65,spring,True
2021-04-08,64.0,0.0,0.0,24120.0,281.34999999999997,277.04999999999995,spring,True
2021-04-09,60.0,5.6,0.0,28800.0,288.15,281.95,spring,True
2021-04-10,88.0,3.4,0.0,0.0,284.65,282.04999999999995,spring,True
2021-04-11,92.0,12.8,0.0,0.0,283.75,277.75,spring,False
2021-04-12,84.0,1.4,0.0,17640.0,279.45,275.65,spring,False
2021-04-13,74.0,0.0,0.0,19800.0,281.95,276.54999999999995,spring,False
2021-04-14,79.0,0.4,0.0,28440.0,281.25,275.84999999999997,spring,False
2021-04-15,74.0,0.0,0.0,21960.0,282.45,276.75,spring,False
2021-04-16,69.0,0.0,0.0,1440.0,283.75,278.25,spring,False
2021-04-17,69.0,0.0,0.0,19800.0,285.34999999999997,279.45,spring,False
2021-04-18,74.0,0.2,0.0,7920.000000000001,286.54999999999995,281.34999999999997,spring,False
2021-04-19,86.0,2.0,0.0,360.0,284.65,281.54999999999995,spring,False
2021-04-20,74.0,0.0,0.0,42840.0,290.15,282.45,spring,False
2021-04-21,72.0,0.0,0.0,37800.0,289.95,283.25,spring,False
2021-04-22,68.0,0.0,0.0,43200.0,284.95,279.34999999999997,spring,False
2021-04-23,69.0,0.0,0.0,45360.0,286.84999999999997,279.84999999999997,spring,False
2021-04-24,67.0,0.0,0.0,46080.0,287.95,280.34999999999997,spring,False
2021-04-25,66.0,0.0,0.0,44280.0,284.95,279.04999999999995,spring,False
2021-04-26,58.0,0.0,0.0,47880.0,288.84999999999997,280.15,spring,False
2021-04-27,54.0,0.0,0.0,50040.0,290.25,281.75,spring,False
2021-04-28,49.0,0.0,0.0,33120.0,293.54999999999995,285.45,spring,False
2021-04-29,69.0,0.0,0.0,12960.0,287.45,282.54999999999995,spring,False
2021-04-30,72.0,0.1,0.0,12960.0,287.04999999999995,280.65,spring,False
2021-05-01,66.0,0.0,0.0,30960.0,286.04999999999995,281.45,spring,False
2021-05-02,72.0,0.2,0.0,11880.0,284.45,279.65,spring,False
2021-05-03,58.0,0.4,0.0,20160.0,287.15,281.65,spring,False
2021-05-04,61.0,0.2,0.0,14759.999999999998,288.75,283.45,spring,False
2021-05-05,73.0,2.1,0.0,24120.0,284.04999999999995,279.95,spring,False
2021-05-06,76.0,2.8,0.0,10800.0,284.95,280.04999999999995,spring,False
2021-05-07,74.0,1.6,0.0,17280.0,284.95,279.45,spring,False
2021-05-08,63.0,0.0,0.0,13680.0,290.84999999999997,284.04999999999995,spring,False
2021-05-09,56.0,0.0,0.0,41760.0,300.15,292.75,spring,False
2021-05-10,61.0,1.1,0.0,3600.0,293.54999999999995,290.75,spring,False
2021-05-11,90.0,3.0,0.0,1080.0,289.34999999999997,286.25,spring,False
2021-05-12,80.0,2.9,0.0,15480.0,291.25,285.65,spring,False
2021-05-13,78.0,0.1,0.0,23400.0,292.54999999999995,284.84999999999997,spring,False
2021-05-14,80.0,5.2,0.0,20520.0,289.95,284.25,spring,False
2021-05-15,81.0,3.5,0.0,9360.0,287.45,283.84999999999997,spring,False
2021-05-16,81.0,11.5,0.0,20520.0,288.95,283.75,spring,False
2021-05-17,80.0,0.7,0.0,20520.0,288.34999999999997,284.54999999999995,spring,False
2021-05-18,84.0,5.3,0.0,15120.0,289.54999999999995,283.75,spring,False
2021-05-19,79.0,0.2,0.0,20160.0,289.45,283.84999999999997,spring,False
2021-05-20,68.0,0.0,0.0,20160.0,290.65,285.84999999999997,spring,False
2021-05-21,60.0,2.1,0.0,28800.0,290.95,286.25,spring,False
2021-05-22,71.0,0.4,0.0,3960.0000000000005,287.25,283.84999999999997,spring,False
2021-05-23,61.0,0.0,0.0,23040.0,289.54999999999995,284.84999999999997,spring,False
2021-05-24,65.0,0.4,0.0,14759.999999999998,289.75,285.25,spring,False
2021-05-25,80.0,8.9,0.0,5040.0,287.04999999999995,282.15,spring,False
2021-05-26,82.0,6.1,0.0,10800.0,288.15,283.15,spring,False
2021-05-27,81.0,1.8,0.0,1080.0,287.95,283.95,spring,False
2021-05-28,72.0,0.0,0.0,34920.0,292.45,285.75,spring,False
2021-05-29,70.0,0.0,0.0,53640.0,292.75,285.84999999999997,spring,False
2021-05-30,62.0,0.0,0.0,53280.0,296.04999999999995,287.75,spring,False
2021-05-31,57.0,0.0,0.0,52920.0,297.75,289.65,spring,False
2021-06-01,52.0,0.0,0.0,56160.0,298.54999999999995,290.65,spring,False
2021-06-02,53.0,0.0,0.0,45000.0,301.65,292.84999999999997,spring,False
2021-06-03,79.0,3.0,0.0,6120.0,298.45,292.75,spring,False
2021-06-04,81.0,2.9,0.0,21600.0,299.84999999999997,292.84999999999997,spring,False
2021-06-05,88.0,0.0,0.0,3240.0,293.84999999999997,289.45,spring,False
2021-06-06,87.0,0.0,0.0,0.0,290.15,288.15,spring,False
2021-06-07,81.0,0.0,0.0,2160.0,292.95,289.84999999999997,spring,False
2021-06-08,74.0,0.0,0.0,20520.0,296.65,290.84999999999997,spring,False
2021-06-09,68.0,0.0,0.0,50040.0,298.84999999999997,292.45,spring,False
2021-06-10,61.0,0.0,0.0,52560.0,299.84999999999997,293.45,spring,False
2021-06-11,67.0,0.0,0.0,52200.0,299.54999999999995,293.75,spring,False
2021-06-12,71.0,0.0,0.0,28800.0,295.75,291.15,spring,False
2021-06-13,63.0,0.0,0.0,54720.0,296.25,289.04999999999995,spring,False
2021-06-14,60.0,0.0,0.0,56160.0,301.54999999999995,293.15,spring,False
2021-06-15,66.0,0.0,0.0,47160.0,299.34999999999997,293.25,spring,False
2021-06-16,56.0,0.0,0.0,43920.0,305.95,296.84999999999997,spring,False
2021-06-17,54.0,0.0,0.0,45000.0,307.45,299.75,spring,False
2021-06-18,59.0,0.1,0.0,38520.0,306.04999999999995,299.15,spring,False
2021-06-19,63.0,29.2,0.0,44280.0,303.84999999999997,297.15,spring,False
2021-06-20,69.0,0.8,0.0,29519.999999999996,299.75,295.15,spring,False
2021-06-21,82.0,0.6,0.0,3600.0,294.75,290.65,summer,False
2021-06-22,88.0,11.8,0.0,0.0,288.34999999999997,287.15,summer,False
2021-06-23,87.0,0.0,0.0,5040.0,292.25,287.95,summer,False
2021-06-24,84.0,0.0,0.0,1080.0,293.95,289.34999999999997,summer,False
2021-06-25,64.0,0.0,0.0,47160.0,297.54999999999995,291.04999999999995,summer,False
2021-06-26,64.0,0.0,0.0,36000.0,299.15,292.54999999999995,summer,False
2021-06-27,76.0,7.6,0.0,18360.0,299.84999999999997,292.95,summer,False
2021-06-28,78.0,1.4,0.0,24840.0,300.84999999999997,294.15,summer,False
2021-06-29,81.0,12.4,0.0,17280.0,297.84999999999997,291.75,summer,False
2021-06-30,85.0,4.8,0.0,7560.0,292.45,288.84999999999997,summer,False
2021-07-01,87.0,1.0,0.0,0.0,289.15,286.65,summer,False
2021-07-02,73.0,0.0,0.0,41400.0,296.54999999999995,290.04999999999995,summer,False
2021-07-03,78.0,13.8,0.0,28800.0,300.34999999999997,291.95,summer,False
2021-07-04,85.0,19.0,0.0,14400.0,296.25,290.75,summer,False
2021-07-05,79.0,1.5,0.0,3240.0,295.54999999999995,291.04999999999995,summer,True
2021-07-06,69.0,0.4,0.0,15120.0,296.25,292.15,summer,True
2021-07-07,67.0,0.0,0.0,27000.0,298.45,291.84999999999997,summer,True
2021-07-08,83.0,1.9,0.0,9000.0,295.04999999999995,290.25,summer,True
2021-07-09,85.0,14.1,0.0,4680.0,295.45,290.15,summer,True
2021-07-10,79.0,11.3,0.0,7920.000000000001,297.25,291.15,summer,True
2021-07-11,80.0,0.0,0.0,5760.0,296.34999999999997,290.84999999999997,summer,True
2021-07-12,73.0,13.6,0.0,25920.0,297.84999999999997,292.45,summer,True
2021-07-13,92.0,26.0,0.0,360.0,294.65,291.45,summer,True
2021-07-14,96.0,113.9,0.0,0.0,291.54999999999995,290.04999999999995,summer,True
2021-07-15,89.0,0.0,0.0,2880.0,296.15,292.15,summer,True
2021-07-16,82.0,0.0,0.0,0.0,292.04999999999995,291.15,summer,True
2021-07-17,75.0,0.0,0.0,25920.0,298.95,292.75,summer,True
2021-07-18,72.0,0.0,0.0,48600.0,300.15,293.54999999999995,summer,True
2021-07-19,77.0,0.0,0.0,6120.0,294.15,290.45,summer,True
2021-07-20,71.0,0.0,0.0,48960.0,296.54999999999995,290.25,summer,True
2021-07-21,68.0,0.0,0.0,50040.0,298.45,291.04999999999995,summer,True
2021-07-22,67.0,0.0,0.0,35280.0,299.04999999999995,292.45,summer,True
2021-07-23,69.0,0.0,0.0,45720.0,299.54999999999995,292.54999999999995,summer,True
2021-07-24,85.0,3.2,0.0,5400.0,296.25,291.04999999999995,summer,True
2021-07-25,70.0,0.1,0.0,28800.0,299.54999999999995,293.54999999999995,summer,True
2021-07-26,73.0,1.2,0.0,14400.0,298.04999999999995,292.95,summer,True
2021-07-27,78.0,1.9,0.0,14400.0,298.25,291.75,summer,True
2021-07-28,68.0,1.7,0.0,12240.0,296.65,292.04999999999995,summer,True
2021-07-29,66.0,0.0,0.0,15480.0,295.25,290.75,summer,True
2021-07-30,63.0,0.1,0.0,33480.0,298.84999999999997,291.95,summer,True
2021-07-31,68.0,0.0,0.0,16920.0,295.04999999999995,290.65,summer,True
2021-08-01,77.0,6.0,0.0,18360.0,294.45,289.34999999999997,summer,True
2021-08-02,86.0,6.1,0.0,13680.0,291.95,288.45,summer,True
2021-08-03,89.0,16.8,0.0,8280.0,292.45,287.95,summer,True
2021-08-04,78.0,0.0,0.0,20520.0,296.54999999999995,289.45,summer,True
2021-08-05,77.0,2.6,0.0,17640.0,296.95,291.45,summer,True
2021-08-06,74.0,0.3,0.0,11520.0,295.54999999999995,291.75,summer,True
2021-08-07,71.0,0.5,0.0,9360.0,296.45,290.84999999999997,summer,True
2021-08-08,65.0,0.0,0.0,25560.0,294.34999999999997,290.34999999999997,summer,True
2021-08-09,67.0,2.0,0.0,10080.0,295.04999999999995,290.75,summer,True
2021-08-10,78.0,0.9,0.0,16200.0,297.54999999999995,291.04999999999995,summer,True
2021-08-11,77.0,0.0,0.0,32760.0,298.15,292.04999999999995,summer,True
2021-08-12,73.0,0.0,0.0,25560.0,301.45,293.45,summer,True
2021-08-13,73.0,0.0,0.0,35280.0,299.54999999999995,293.15,summer,True
2021-08-14,68.0,0.0,0.0,45360.0,300.25,292.65,summer,True
2021-08-15,63.0,0.0,0.0,36000.0,301.25,294.15,summer,True
2021-08-16,77.0,5.5,0.0,4680.0,293.84999999999997,288.45,summer,True
2021-08-17,81.0,8.8,0.0,2880.0,291.15,287.15,summer,True
2021-08-18,82.0,0.9,0.0,2520.0,292.84999999999997,289.75,summer,False
2021-08-19,80.0,0.4,0.0,720.0,293.15,290.45,summer,False
2021-08-20,79.0,0.4,0.0,10440.0,296.65,290.54999999999995,summer,False
2021-08-21,75.0,5.0,0.0,27000.0,299.54999999999995,292.54999999999995,summer,False
2021-08-22,81.0,6.1,0.0,14040.0,294.65,291.15,summer,False
2021-08-23,86.0,0.9,0.0,5040.0,293.65,289.65,summer,False
2021-08-24,73.0,0.0,0.0,39240.0,296.04999999999995,288.84999999999997,summer,False
2021-08-25,71.0,0.6,0.0,42840.0,295.54999999999995,288.75,summer,False
2021-08-26,83.0,3.8,0.0,9360.0,291.54999999999995,288.45,summer,False
2021-08-27,88.0,17.7,0.0,5040.0,291.34999999999997,287.04999999999995,summer,False
2021-08-28,90.0,18.2,0.0,4320.0,292.15,288.34999999999997,summer,False
2021-08-29,93.0,7.6,0.0,0.0,288.95,287.75,summer,False
2021-08-30,89.0,0.0,0.0,1800.0,292.45,289.45,summer,False
2021-08-31,87.0,0.0,0.0,11160.0,293.25,288.34999999999997,summer,False
2021-09-01,86.0,0.0,0.0,1440.0,290.34999999999997,287.34999999999997,summer,False
2021-09-02,81.0,0.0,0.0,28800.0,296.54999999999995,288.04999999999995,summer,False
2021-09-03,74.0,0.0,0.0,45000.0,299.04999999999995,290.15,summer,False
2021-09-04,80.0,0.0,0.0,43560.0,298.54999999999995,289.95,summer,False
2021-09-05,75.0,0.0,0.0,42480.0,299.84999999999997,291.04999999999995,summer,False
2021-09-06,75.0,0.0,0.0,35280.0,298.95,291.04999999999995,summer,False
2021-09-07,73.0,0.0,0.0,27720.0,299.54999999999995,291.25,summer,False
2021-09-08,69.0,0.0,0.0,43920.0,300.04999999999995,292.25,summer,False
2021-09-09,72.0,0.0,0.0,20880.0,300.84999999999997,293.75,summer,False
2021-09-10,79.0,0.3,0.0,8640.0,297.45,293.45,summer,False
2021-09-11,77.0,0.0,0.0,14040.0,294.84999999999997,291.54999999999995,summer,False
2021-09-12,77.0,0.0,0.0,23040.0,295.15,289.25,summer,False
2021-09-13,81.0,0.0,0.0,23040.0,295.34999999999997,288.84999999999997,summer,False
2021-09-14,78.0,1.3,0.0,20520.0,298.45,291.34999999999997,summer,False
2021-09-15,87.0,3.3,0.0,1080.0,294.95,292.15,summer,False
2021-09-16,80.0,0.0,0.0,18000.0,292.75,289.04999999999995,summer,False
2021-09-17,81.0,0.0,0.0,10080.0,295.95,289.04999999999995,summer,False
2021-09-18,78.0,0.0,0.0,34560.0,296.15,288.84999999999997,summer,False
2021-09-19,78.0,0.0,0.0,28440.0,292.95,287.84999999999997,summer,False
2021-09-20,78.0,0.0,0.0,19080.0,290.54999999999995,285.95,summer,False
2021-09-21,68.0,0.0,0.0,29880.000000000004,290.95,286.25,summer,False
2021-09-22,76.0,0.0,0.0,36360.0,293.75,285.75,autumn,False
2021-09-23,72.0,0.0,0.0,35640.0,296.25,288.25,autumn,False
2021-09-24,76.0,0.0,0.0,12960.0,293.84999999999997,289.65,autumn,False
2021-09-25,73.0,0.0,0.0,38160.0,297.04999999999995,289.95,autumn,False
2021-09-26,80.0,0.4,0.0,14040.0,295.65,291.34999999999997,autumn,False
2021-09-27,82.0,1.4,0.0,8640.0,294.04999999999995,289.04999999999995,autumn,False
2021-09-28,78.0,0.0,0.0,19080.0,290.95,286.34999999999997,autumn,False
2021-09-29,77.0,3.5,0.0,13680.0,288.54999999999995,284.84999999999997,autumn,False
2021-09-30,69.0,0.0,0.0,18000.0,288.25,284.45,autumn,False
2021-10-01,66.0,0.7,0.0,16920.0,291.65,286.25,autumn,False
2021-10-02,74.0,0.0,0.0,6120.0,291.84999999999997,288.84999999999997,autumn,False
2021-10-03,72.0,3.8,0.0,2160.0,294.45,289.95,autumn,False
2021-10-04,73.0,0.0,0.0,21600.0,291.04999999999995,286.34999999999997,autumn,False
2021-10-05,76.0,1.6,0.0,19440.0,291.45,286.04999999999995,autumn,False
2021-10-06,80.0,1.6,0.0,2520.0,286.54999999999995,284.65,autumn,False
2021-10-07,82.0,0.0,0.0,22320.0,290.54999999999995,285.25,autumn,False
2021-10-08,84.0,0.0,0.0,34200.0,291.45,282.95,autumn,False
2021-10-09,82.0,0.0,0.0,36360.0,290.75,282.65,autumn,False
2021-10-10,78.0,0.0,0.0,37080.0,290.25,282.04999999999995,autumn,False
2021-10-11,84.0,0.5,0.0,1800.0,287.04999999999995,284.15,autumn,True
2021-10-12,90.0,7.6,0.0,0.0,285.54999999999995,282.84999999999997,autumn,True
2021-10-13,84.0,0.0,0.0,9720.0,285.65,282.34999999999997,autumn,True
2021-10-14,78.0,0.0,0.0,1800.0,289.15,285.54999999999995,autumn,True
2021-10-15,83.0,0.2,0.0,6480.0,287.25,283.15,autumn,True
2021-10-16,83.0,0.0,0.0,22320.0,286.54999999999995,280.45,autumn,True
2021-10-17,78.0,0.0,0.0,23760.0,287.65,281.45,autumn,True
2021-10-18,80.0,5.1,0.0,24120.0,288.84999999999997,283.54999999999995,autumn,True
2021-10-19,83.0,0.0,0.0,6480.0,292.25,288.25,autumn,True
2021-10-20,71.0,0.9,0.0,360.0,291.25,289.45,autumn,True
2021-10-21,76.0,5.3,0.0,6120.0,289.95,283.75,autumn,True
2021-10-22,78.0,0.8,0.0,24840.0,285.04999999999995,281.15,autumn,True
2021-10-23,83.0,0.0,0.0,0.0,285.45,282.04999999999995,autumn,True
2021-10-24,78.0,0.0,0.0,34920.0,288.25,280.84999999999997,autumn,False
2021-10-25,77.0,0.6,0.0,19800.0,290.34999999999997,283.04999999999995,autumn,False
2021-10-26,78.0,0.0,0.0,26640.0,288.84999999999997,285.04999999999995,autumn,False
2021-10-27,80.0,0.0,0.0,26640.0,290.04999999999995,285.45,autumn,False
2021-10-28,85.0,0.0,0.0,33840.0,290.25,282.84999999999997,autumn,False
2021-10-29,73.0,0.0,0.0,24120.0,291.84999999999997,285.54999999999995,autumn,False
2021-10-30,77.0,0.2,0.0,360.0,288.04999999999995,286.25,autumn,False
2021-10-31,83.0,9.7,0.0,1800.0,291.04999999999995,286.15,autumn,False
2021-11-01,74.0,0.0,0.0,30600.0,287.04999999999995,283.45,autumn,False
2021-11-02,85.0,5.9,0.0,2880.0,283.95,280.25,autumn,False
2021-11-03,94.0,10.4,0.0,0.0,280.54999999999995,278.84999999999997,autumn,False
2021-11-04,89.0,0.0,0.0,4320.0,283.34999999999997,280.25,autumn,False
2021-11-05,88.0,0.3,0.0,4320.0,284.54999999999995,281.34999999999997,autumn,False
2021-11-06,79.0,0.0,0.0,23760.0,285.25,281.15,autumn,False
2021-11-07,78.0,0.3,0.0,2880.0,285.25,282.54999999999995,autumn,False
2021-11-08,84.0,0.0,0.0,2520.0,284.65,280.65,autumn,False
2021-11-09,80.0,0.0,0.0,31319.999999999996,285.84999999999997,278.75,autumn,False
2021-11-10,85.0,0.0,0.0,19800.0,283.25,276.75,autumn,False
2021-11-11,88.0,0.0,0.0,30240.0,283.15,275.65,autumn,False
2021-11-12,87.0,0.0,0.0,24480.0,281.84999999999997,276.65,autumn,False
2021-11-13,88.0,4.4,0.0,720.0,285.04999999999995,282.34999999999997,autumn,False
2021-11-14,91.0,0.0,0.0,0.0,282.65,281.15,autumn,False
2021-11-15,87.0,0.0,0.0,0.0,281.04999999999995,280.04999999999995,autumn,False
2021-11-16,88.0,0.1,0.0,0.0,279.45,278.45,autumn,False
2021-11-17,89.0,0.0,0.0,0.0,282.65,279.84999999999997,autumn,False
2021-11-18,83.0,0.0,0.0,14759.999999999998,284.75,280.84999999999997,autumn,False
2021-11-19,88.0,0.0,0.0,0.0,284.84999999999997,283.45,autumn,False
2021-11-20,85.0,0.1,0.0,0.0,283.04999999999995,281.15,autumn,False
2021-11-21,92.0,2.3,0.0,0.0,281.04999999999995,279.75,autumn,False
2021-11-22,87.0,0.0,0.0,14400.0,279.84999999999997,276.54999999999995,autumn,False
2021-11-23,92.0,0.0,0.0,2520.0,279.75,275.65,autumn,False
2021-11-24,86.0,0.0,0.0,720.0,280.45,277.15,autumn,False
2021-11-25,88.0,0.0,0.0,8280.0,278.84999999999997,275.34999999999997,autumn,False
2021-11-26,82.0,0.7,0.0,0.0,278.04999999999995,276.75,autumn,False
2021-11-27,80.0,0.0,0.0,22320.0,278.25,275.54999999999995,autumn,False
2021-11-28,91.0,0.0,0.0,0.0,276.45,275.04999999999995,autumn,False
2021-11-29,89.0,1.8,0.0,1440.0,277.04999999999995,275.15,autumn,False
2021-11-30,86.0,1.7,0.0,0.0,282.34999999999997,279.95,autumn,False
2021-12-01,81.0,2.9,0.0,3600.0,283.25,280.84999999999997,autumn,False
2021-12-02,88.0,0.8,0.0,6120.0,278.15,275.95,autumn,False
2021-12-03,79.0,0.6,0.0,720.0,277.45,275.75,autumn,False
